 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0.875,1.34,0.8,0,1.19,0,0,0,0.64,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_18323050.csv 
0.875,1.82,0.53,0.28,0,0.94,1.69,0.82,1.08,0.78,0.49,0,0,0.41,0.25,0.94,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,Training_18468584.csv 
0.925,0,0,0,0,0.51,0.28,0,0,0.24,0.15,1.1,0.53,0,0.07,0,0,0.35,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,Training_18588770.csv 
0.925,1.81,1.42,0,0.63,0,0.17,0.09,0.8,0.14,0,0.58,0,1.33,0,0.03,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,Training_1859697.csv 
0.875,0.09,0,0.88,0,0.11,0.91,0,0,0.4,0,0.23,0.87,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,Training_18597898.csv 
0,0.86,0.05,0.06,1.05,0,0,0,0.69,0.61,1.42,0.48,1.97,0.35,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Training_18603582.csv 
0.975,0.66,0.52,0,0,0,0,0.82,0.98,0,0,0.64,0,0,0,0.6,2.86,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Training_18607081.csv 
0,0.03,0.5,0,2.28,0,0.05,0.13,0,0,0,0,0,0,0,0,0.02,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Training_18742940.csv 
0.875,1.7,0.14,0,2.21,0,1.88,0.25,1.61,0.73,0,0.86,0.71,0,0,0.29,1.3,0.04,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,Training_18757160.csv 
0.875,1.15,0.02,0,1.61,0,0,0,0.54,0,1.01,0.15,0.93,1.29,0,0,0.7,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,Training_18777172.csv 
0.875,0.49,0,1.18,0.18,0.07,1.46,0,0.72,0,2.02,0.38,0.03,0,0,0,0,0.07,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,Training_18811387.csv 
0.975,1.11,0,0,0.07,0,0.48,0,0.16,0.29,0,0,0,0,0,0.22,0,0.32,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,Training_18813801.csv 
0.875,0.06,0,0,0,0,0,0,0,0.13,0,0.04,0,0.53,0,0,0.2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,Training_18830885.csv 
0.875,0.25,0,0.46,0,0.69,1.12,1.14,1.85,0,0.17,0.62,0.47,0,0,0.35,0.95,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,Training_18849100.csv 
0.975,0,0.36,1.96,0,0,0,0,0.48,0,2.31,0.28,1.27,0.86,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Training_18912568.csv 
0.975,2.54,1.32,0,0.63,0,0,0,0.85,0,0.89,0.29,0,0,0.48,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,Training_18939452.csv 
0.875,1.39,0.26,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.83,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Training_19059324.csv 
0,1.08,0.91,0,2.67,0.4,0.3,0.07,0.31,0.15,0,0.62,1.12,0.57,0,0,0.64,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,Training_19114758.csv 
0.975,0.38,0,0.33,1.86,1.07,2.41,0.95,0.84,0,0,1.12,1.09,0.19,0,0,1.33,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,Training_1914289.csv 
0.875,0.63,0,0,0,0.6,0.98,0,0,0.4,0.31,0.37,0,1.3,0,0.03,0.71,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,Training_19149646.csv 
0.875,1.02,0.24,1.94,0.01,0,0,0,0.08,0.25,0,0,0,0,0,0.34,0.19,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Training_19225042.csv 
0,0,0,1.59,0.29,0,0,0,1.02,0.19,0,0,1.11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Training_19290361.csv 
0.875,1.71,0.64,0.6,0.97,0,0,0,0,0,1.56,1.83,1.14,0,2.91,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Training_19312191.csv 
0.025,0.66,0.33,0.35,1.36,0,0,0,0,0,0,0.12,0,1.87,0,0.12,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Training_19345465.csv 
0.975,1.39,0.01,0.44,2.28,0,0.29,0,0,0,0,0.38,0.03,0.64,0,0,0.85,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_19423641.csv 
0.875,2.45,0.89,0.79,1.02,0.44,2.41,0.27,0,0.05,0.04,1.03,0.3,1.12,0.33,0.25,0.98,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,Training_19455337.csv 
0.525,0,0,0.56,0,0.66,0.49,1.79,1.13,1.25,0.26,0.76,0,0,0,0.44,0.19,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,Training_1946827.csv 
0.925,0.79,0.09,0,1.2,0,1.03,0,0,0,0,0,0,1.51,0,0.02,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Training_19669956.csv 
0.875,1.92,0,0.22,0.28,0,0,0,0,0,0.3,0,0.3,1.31,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Training_19746745.csv 
0.875,0.4,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Training_19768126.csv 
0.975,0,0.5,0,0,0,0,0.67,0,0.04,0.1,0.31,0,0.56,0,0,0.47,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,Training_19783074.csv 
0.875,0.36,0,0.75,0,0,0.25,1.07,0,0.16,0,1.04,0.2,0.65,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,Training_19802137.csv 
0,1.43,0.46,2.58,0.35,0,0,0,0.3,0,1.82,0,0,0.43,0,0.08,0,0.89,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,Training_19807193.csv 
0.925,0.96,0,0.18,0,0,0,0,0.34,0,0.46,0.15,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,Training_19811721.csv 
0,0.27,0.13,0,0,0,0,0,0,0,1.35,0.5,0.54,2.71,0,0.74,2.17,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,Training_1995343.csv 
0.025,0.5,0,0,0,0,0,0,0,0,0.15,0.08,0,0,0.05,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Training_19995150.csv 
0.975,0.28,0,0,0,0.25,0,0,0.7,0.39,0,0.52,0,0.28,0,0,0.91,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,Training_20052779.csv 
0.875,0.62,0,0,0.1,0,0,0,0,0.13,1.39,0,0,0.13,0.53,0.45,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Training_20110109.csv 
0.875,0.24,0.27,0,2.58,0,0.54,1.18,1.48,0.1,0,0.86,0.56,0.16,0,0.53,0.38,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Training_20119374.csv 
0.025,0.81,0.84,0,2.78,0,0,0.77,0,0,1.82,0.5,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,Training_20141642.csv 
0.875,0.36,0,0,2.25,0.01,0.27,0,0,0,0.07,0,0,1.84,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Training_20205383.csv 
0.925,0.48,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.44,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Training_20275209.csv 
0.925,0.76,0,0.83,0.49,0.91,2.01,2.33,0.9,0,0.07,0.53,0,1.89,0.2,0,0.88,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,Training_20446040.csv 
0.875,0.76,0,0.13,0.95,0,0,0,0,0,0,0,0,0,0,0,0.31,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,Training_20448492.csv 
0.875,0.8,0,1,1.65,0,0,0.02,0,0,0,0.71,0,0.78,0,0,0.03,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,Training_20454747.csv 
0.875,1.06,0,0.69,1.12,0.16,1.01,0.26,0.31,0,1.1,0.29,2.16,2.52,0,0.52,0.91,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,Training_20566284.csv 
0.875,0.41,0,0.28,0,0.1,0.26,0,0.6,0,0.27,0,0,0.26,0.13,0,0.01,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,Training_20630021.csv 
0.875,0.24,0,0.72,0.29,0.33,3.06,1.95,0,0,0,0.9,0.97,0.28,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,Training_20706612.csv 
0.875,0,0,0,0.44,0,0,0,0,0.32,0,0,0,0,0,0.23,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Training_20708057.csv 
0.875,0.34,0,0,0,0,0,0,0,0.25,1.39,0.99,0.35,0,0,0.2,1.34,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Training_20722115.csv 
0.975,0,0,0,0.39,0,0,0,0,0.05,0.01,0.06,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Training_20731254.csv 
0,0.1,0,0.08,0.3,0,0,0,0,0,0,0,0,0.64,0.06,0.06,0,0.39,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_20804808.csv 
0.825,0.16,0,0,0.43,0,0,0,0,0,0,0.51,0,0.81,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,Training_20834485.csv 
0.875,0.15,0,0,0.74,0.05,1.98,0,0,0.04,0,0.02,0,0,0,0.09,0.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Training_20840877.csv 
0,0,0,0.95,0,0,0.31,0,0,0,0,0.68,0,2.06,0.2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,Training_20868424.csv 
0.875,0.47,0,0,0,0.68,2.19,0.56,1.38,0.69,0.05,0.68,0,0,0,0.1,0.54,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,Training_20884995.csv 
0.975,0.32,0.22,0,0,0,0,0.05,0,0,0,0.28,0,0,0,0,0.31,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,Training_20898936.csv 
0.875,0.36,0,0.15,0,0.37,1.1,0,0.22,0,0.06,0,1.46,2.59,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,Training_20994181.csv 
0.875,0,0,0,0.28,0,0,0,0,0,0.07,0,0,0.47,0,0.48,0.8,1.38,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_21058621.csv 
0.875,0,0,0,0,1.25,1.81,1.97,0.52,1.01,1.1,0.21,0,0.63,0,0.48,0.29,0.67,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,Training_21060671.csv 
0.875,0,0,0,0,0,0.48,0.29,0.2,0.06,0.27,0,0,0.76,0,0,0.24,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,Training_21091844.csv 
0.875,1.74,1.06,0,1.77,0,0,0.2,0.51,0,1.43,1.01,0.14,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,Training_21134122.csv 
0.875,0.75,0.2,0,3.46,0,0,0,0,0.09,0.87,0.26,0.32,0.99,1.22,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Training_21237020.csv 
0.825,0.9,0,0,0.88,0,0.54,0,0,0,0,1.24,0,0.57,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_21259247.csv 
0,0.4,0,0.05,1.4,0.05,0,0.42,0.82,0,0.29,0.56,1.02,0.03,0,0,1.34,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Training_21311943.csv 
0.925,1.07,0.99,1.05,1.59,0,0,0,0.51,0.03,0.81,0,0,0.31,0,0.53,1.13,0.46,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,Training_21311958.csv 
0.875,2.78,0.99,0.11,1.79,0,0.11,0,0,0,0.33,0.43,0,1.68,0,0.57,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,Training_21461103.csv 
0.875,0.25,0,0,0,0,0,0.6,0,0,0,0,0.02,0.26,0,0.24,0.25,0.32,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,Training_21543021.csv 
0.875,2.08,0.61,0,1.2,0.45,0,0,1.62,1.13,1.45,0.37,0.36,1.5,0,0.28,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,Training_21589734.csv 
0.875,2.45,1.05,0.14,1.98,0,0,0,1.42,0,1.85,0.29,0.96,0.68,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Training_21608478.csv 
0,1.05,0.78,0,2.06,0,0,0,0,0,0,1,0.8,0.81,0,0,0.39,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Training_21644135.csv 
0,1.56,0.53,0,1.82,0,0,0,0.65,0,0.51,0.52,0,0.53,0.12,0,0.01,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Training_21707242.csv 
0.875,1.78,1.43,0,3.3,0,0.05,0,0,0,0,0.12,0,0.76,0,0.16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Training_21789483.csv 
0.875,2.04,0.08,0,0.56,0,0,0,0,0.39,0.16,0.02,1.01,0.62,0.25,0,0.25,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Training_21821868.csv 
0.975,0.04,0,0,1.02,0.89,1.77,1.43,0.48,0.09,0.1,1.13,0.96,1.79,0.05,0,0.45,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,Training_22014450.csv 
0.925,0.77,0.03,0,1.01,0,0,0,0,0,0.07,0,0,0.78,0,0,0.27,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_22082542.csv 
0.875,1.52,0.6,0.64,0.1,0,0,0,0,0,0.44,0,1.38,0.91,0.43,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Training_22108994.csv 
0.925,0,0,1.71,0,0,0,1.25,1.11,0.74,0.45,0.5,0.11,0.4,0,0,0.33,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,Training_22118510.csv 
0.875,0.81,0.46,0,1.78,0.24,0,0.32,0.28,0.32,1.02,0.42,0,1.94,0,0.6,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,Training_22359725.csv 
0.825,0.79,0,0,0,0.92,0.82,0.66,1.27,0.55,0,0.11,1.01,0.7,0,0.82,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,Training_22520084.csv 
0.975,0,0,1.99,0,1.64,3.55,2.22,1.63,0.55,1.33,0,0.15,0.86,0.19,0.63,1.35,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,Training_22572384.csv 
0,0.47,1.28,0,3.19,0,0,0,0,0,0,0.02,0,0,0,0.42,0.15,0.12,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_22607738.csv 
0.875,0.01,0,3.03,0,0,0.68,0,0,0,0,0.61,0,0.51,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Training_22633139.csv 
0.875,1.3,0.19,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_22664414.csv 
0.875,0.89,0,0.56,0,0.9,0,1.19,2.02,0.28,1.79,0.23,0,0,0,0.17,0.09,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,Training_22664429.csv 
0.875,1.24,0.28,0,2.45,0,0,0,0,0,0,1.97,0.72,1.74,0.89,0.06,4.37,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,Training_22695598.csv 
0.875,1.22,0.87,0,1.74,0,0,0,0,0,0.29,0.69,0.96,1.24,0.7,0,0.08,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,Training_22712938.csv 
0.875,0.82,0,0,0.67,0,0,0.37,0,0,0,1.19,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Training_22743028.csv 
0.875,1.94,0,0,0,0,0,0,0.31,0.02,1.78,0,0,0.21,0,0.19,0.82,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_2274551.csv 
0.775,1.44,0.51,0.74,3.05,0.17,0.9,0,0.75,0,0,1.76,0.05,0.15,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,Training_22864416.csv 
0.875,1.48,0,0.46,0,0,0,0,0.42,0,0.16,0,0,0.77,0,0.43,0.21,1.85,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,Training_22948635.csv 
0.875,0.71,0,0.32,0,0.06,1.16,0,0.25,0,0,0.4,0.17,1.29,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Training_23024731.csv 
0.975,0,0,0,0,0,0.01,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_23097333.csv 
0.875,0,0,0.85,0,0,0.34,0,0,0.15,0.21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Training_23137674.csv 
0.875,0,0,0,0,0,0.28,0,0,0.48,0,0.05,0.71,0.26,0.51,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,Training_23203475.csv 
0.875,0,0,0.17,0.35,0,1.3,0.52,0,0,0,0.89,0.24,0.84,0,0,0.57,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,Training_23208844.csv 
0.975,0,0,0.03,1.14,0.46,1.26,0.44,0.7,0,0.97,1.02,0.07,0.95,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,Training_23263181.csv 
0.875,0.91,0,0,0,0.66,1.48,1.19,1.47,0.33,0.86,0.75,0.45,0,0,0.16,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,Training_23300992.csv 
0.925,0.55,0,0.43,0,0.41,0.93,0,0.43,1.18,0.18,0.23,0.48,1.21,0.64,1.07,2,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,Training_23500989.csv 
0.875,0.3,0,0,0,0.55,1.48,0.42,0,0,0,0.32,0,0.24,0,0.07,1.57,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_23522254.csv 
0.775,0.22,0.53,1.7,0.1,0,0,0.27,0.23,0,1.12,0.63,0.12,0.35,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Training_23532030.csv 
0.975,1.73,0.58,1.56,2.12,0.36,0.75,0,0,0.33,0.76,0,0,0.57,0,0.29,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Training_23549188.csv 
0,0,0,0,1.06,0,0,0.2,0,0,0.15,0.2,0,1.29,0,0,1.6,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,Training_23668998.csv 
0.875,1.14,0.22,0,0.66,0.16,0,0,0,0.56,0.2,0,0,0.72,0,0.24,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,Training_23962033.csv 
0.875,1.56,0.59,0.5,0.83,0,0,0,0.84,0.8,0,0.21,0,1.27,0,0.74,0.1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,Training_24010132.csv 
0,0.92,0.72,0.48,0.58,0,0,0,1.22,0.75,0.78,0.36,0.3,0.97,0.15,0.37,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,Training_24030038.csv 
0.875,0,0,0.16,0,0,0.17,0,0,0,0,0.04,0,0.96,0,0.03,0.46,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Training_24043139.csv 
0.875,0,0,0,0.33,0,0,0.13,0.55,0.26,0.99,0,0,0.45,0,0.06,0.32,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Training_24058572.csv 
0.875,1.35,0.44,0,1.39,0,0,0,0.63,0,0,0.89,0,1.54,0.17,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,Training_24119626.csv 
0.875,0.02,0,0,0,0,0,0,0,0,0.43,0,0,0.85,0,0.02,0.26,1.09,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Training_24144461.csv 
0.925,2.01,1.33,1.65,1.23,0.14,0.6,0.47,0.46,0,0.08,1,1.39,1.23,0.25,0.02,0,0.21,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,Training_24160564.csv 
0.875,1.06,0.62,0,2.12,0,0,0,0,0,0.31,0,0.06,0.78,0,0.07,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_24298304.csv 
0.875,0,0,0,0.08,0,0,0.38,0,0,0.22,0.09,0,0.85,0,0,0,0.15,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Training_24309627.csv 
0.875,0,0.46,0.81,2.05,0.22,0,1.22,0.74,0.14,0.36,0.03,0,0,0,0,0.18,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Training_2438029.csv 
0.875,0.07,0,0,0,0,1.63,0.45,0,0.12,0,1.78,0,0,0.22,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,Training_24383291.csv 
0.875,1.01,0.58,0,0.27,0,0,0.02,0,0,0,0.79,1.12,0.84,0,0,0.64,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,Training_2439904.csv 
0,1.95,0,0.45,0,0,0.4,0,0,0,0.27,0,0,1.37,0,0,0,0.06,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_24474319.csv 
0.875,0.79,0.19,1.74,0,0.98,0,1.11,1.21,1.14,1.09,0,0,0.62,0,1.02,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,Training_24513027.csv 
0.975,0,0,0.41,0,0,0,0,0.12,0,0.06,0,0,0.26,0,0.15,0.6,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Training_24599029.csv 
0.875,0.41,0,0,1.33,0,0.23,0.27,0.22,0.1,0,0.12,0,1.45,0,0.09,0.57,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,Training_24692899.csv 
0.875,0,0,0,0,0.21,0.63,0,0,0.21,1.12,0.25,0,1.65,0,0.14,0.77,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Training_24741992.csv 
0.875,0.75,0.92,0,2.57,0.31,0.24,0,1.19,0.85,1.44,0.7,1.51,0.02,0.22,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,Training_24746871.csv 
0.875,1.27,1.05,0,2.7,0,0.28,0,0,0.5,0.09,0,0,1.24,0,0.58,0.37,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Training_24752846.csv 
0.925,0,0,0.25,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_24791187.csv 
0.875,0.87,0.09,0,2.85,0,0,0,0,0,0,0.86,0,0.78,0,0,0.19,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Training_24843602.csv 
0.875,1.15,0,0,0.4,0,1.45,0,0,0.33,0,0,0,0,0,0,0.92,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Training_24938734.csv 
0.925,0.5,0,1.68,0,0.99,0.13,1.02,0.81,1.28,1.5,0.47,0.39,0,0,0.86,1.25,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,Training_24958687.csv 
0.925,0.99,0,0,1.38,0,0,0,0.17,0,0.72,1.2,1.03,1.57,0.59,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,Training_25026147.csv 
0.875,0,0,0,0.29,0.33,1.07,0.8,2.08,0.65,1.44,0.79,0.97,1.2,0.05,0.55,0.58,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,Training_25153078.csv 
0.875,0.45,0.16,0,1.19,0.93,0,0.07,0.92,0.49,0,1.07,0,1.97,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,Training_25154498.csv 
0.875,0,0.12,0.19,1.35,0,0,0,0,0.04,0,0.45,0.32,0,0,0,0.79,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Training_25224262.csv 
0.875,0,0.32,0,0,0,0,0,0,0,0.51,0.05,0.44,0.65,0.64,0,0.24,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,Training_2526432.csv 
0.925,0,0,0,0.01,0.59,0,0.51,0,0,0,0.63,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Training_25298325.csv 
0.875,0,0,0,0.16,0,0,0,0,0.54,0.31,0.67,0.64,1.54,1.05,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Training_25311773.csv 
0,1.76,0,0.49,0,0.3,0.69,0.17,0,0,0,0,0,1.49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Training_25345978.csv 
0.875,0,0,0,0,0,0,0,0,0,0,0.5,0,0.04,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Training_2544394.csv 
0.825,0.03,0,0,0.22,1.69,2.72,1.59,0.47,0.08,0.32,0.53,0.35,2.2,0,0,0.05,0.16,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,Training_2548858.csv 
